0,seas,trend,resid,actual_values
1973-09-23,-186.41125765865988,411.46575342465746,55.945504234002414,281.0
1973-09-24,-181.95954270117906,412.717808219178,96.24173448200108,327.0
1973-09-25,-176.8654924534177,413.8712328767123,141.99425957670536,379.0
1973-09-26,-175.6527859760412,415.05753424657547,212.59525172946573,452.0
1973-09-27,-176.77334760042598,416.358904109589,250.414443490837,490.0
1973-09-28,-182.2272425581441,417.5671232876712,223.66011927047288,459.0
1973-09-29,-184.4186456698087,418.60821917808215,224.81042649172656,459.0
1973-09-30,-181.41898550684843,419.5808219178083,256.83816358904016,495.0
1973-10-01,-177.25246298250514,420.5342465753425,246.71821640716266,490.0
1973-10-02,-174.39507287825327,421.591780821918,205.80329205633527,453.0
1973-10-03,-172.10839379813706,422.8438356164383,173.26455818169876,424.0
1973-10-04,-171.6762483122805,424.11780821917824,151.55844009310226,404.0
1973-10-05,-170.50398540959415,425.1616438356164,124.34234157397773,379.0
1973-10-06,-170.32754768629465,425.8794520547945,89.44809563150014,345.0
1973-10-07,-171.5249521025907,426.15342465753423,65.37152744505647,320.0
1973-10-08,-169.97388946083066,425.91780821917814,49.05608124165252,305.0
1973-10-09,-161.84898467947502,425.48219178082184,31.366792898653188,295.0
1973-10-10,-157.86830690399026,425.05479452054783,25.81351238344243,293.0
1973-10-11,-157.317048567514,424.6109589041096,41.706089663404384,309.0
1973-10-12,-155.02795591923078,424.20273972602746,68.82521619320332,338.0
1973-10-13,-151.12046796762075,423.86301369863,78.25745426899073,351.0
1973-10-14,-145.90358666963112,423.52054794520546,87.38303872442566,365.0
1973-10-15,-143.06948423661208,423.1917808219178,171.87770341469428,452.0
1973-10-16,-143.54738441285596,423.0657534246574,232.4816309881986,512.0
1973-10-17,-149.28908106659495,423.38082191780813,207.9082591487868,482.0
1973-10-18,-151.91316519587207,423.9342465753426,148.97891862052944,421.0
1973-10-19,-150.29980640277478,424.30958904109593,97.99021736167884,372.0
1973-10-20,-150.17281421111255,425.1205479452055,62.052266265907065,337.0
1973-10-21,-146.11561980157694,425.6739726027396,67.44164719883736,347.0
1973-10-22,-141.4614912759291,426.09315068493146,53.36834059099763,338.0
1973-10-23,-139.2353470947039,426.45205479452045,52.78329230018346,340.0
1973-10-24,-136.53229488999543,426.77534246575345,66.75695242424197,357.0
1973-10-25,-137.25709656656545,427.06301369863024,78.19408286793521,368.0
1973-10-26,-137.26689498155687,427.3178082191781,80.94908676237876,371.0
1973-10-27,-130.5865433639325,427.55068493150685,106.03585843242564,403.0
1973-10-28,-121.8588336249774,427.76438356164385,102.09445006333354,408.0
1973-10-29,-117.15525956769227,427.96986301369856,81.18539655399371,392.0
1973-10-30,-110.40458831536473,428.18082191780826,167.22376639755646,485.0
1973-10-31,-101.60695033113889,428.4,366.2069503311389,693.0
1973-11-01,-92.59587464306442,428.63561643835624,505.96025820470817,842.0
1973-11-02,-87.10952172080864,428.8931506849314,551.2163710358773,893.0
1973-11-03,-76.88572587617838,429.16712328767125,514.7186025885071,867.0
1973-11-04,-73.5663005468776,429.4739726027396,429.092327944138,785.0
1973-11-05,-70.72358754634391,429.8191780821919,358.90440946415197,718.0
1973-11-06,-73.59489933380756,430.1780821917808,308.4168171420268,665.0
1973-11-07,-76.56308000581141,430.5424657534246,324.0206142523868,678.0
1973-11-08,-72.24645963411007,430.91780821917797,414.3286514149321,773.0
1973-11-09,-71.26480338504409,431.3068493150685,449.9579540699756,810.0
1973-11-10,-75.33135326774588,431.7068493150683,446.62450395267757,803.0
1973-11-11,-78.04134737745353,432.1205479452055,419.92079943224803,774.0
1973-11-12,-78.94136105663283,432.54520547945197,367.3961555771809,721.0
1973-11-13,-79.62656716894975,432.9808219178082,331.64574525114153,685.0
1973-11-14,-77.21601333345195,433.4356164383562,286.78039689509575,643.0
1973-11-15,-71.7113303394414,433.904109589041,203.8072207504004,566.0
1973-11-16,-62.16000677139303,434.38082191780813,143.7791848535849,516.0
1973-11-17,-55.609270287493395,434.8630136986301,133.7462565888633,513.0
1973-11-18,-49.39147574749463,435.3479452054794,141.04353054201525,527.0
1973-11-19,-40.34034787416251,435.8356164383562,134.5047314358063,530.0
1973-11-20,-29.498482884065847,435.76712328767115,146.7313595963947,553.0
1973-11-21,-22.920022982031824,435.72054794520545,99.19947503682637,512.0
1973-11-22,-17.175418265907798,435.69041095890407,58.48500730700373,477.0
1973-11-23,-13.073148840064242,435.6794520547945,42.39369678526972,465.0
1973-11-24,-8.994101853881514,435.67945205479435,44.314649799087164,471.0
1973-11-25,-6.534754802467189,435.6876712328767,72.84708356959048,502.0
1973-11-26,3.4243965542308805,435.70136986301355,111.87423358275556,551.0
1973-11-27,14.073828406688902,435.72054794520534,122.20562364810576,572.0
1973-11-28,14.557441602917326,435.74794520547954,100.69461319160314,551.0
1973-11-29,25.231204831761502,435.7753424657534,56.9934527024851,518.0
1973-11-30,9.190421420031676,435.7945205479451,44.0150580320232,489.0
1973-12-01,12.886950467532095,435.8027397260274,17.31030980644048,466.0
1973-12-02,6.9882414197944085,435.8054794520547,66.20627912815087,509.0
1973-12-03,12.017973337484012,435.82191780821915,168.16010885429682,616.0
1973-12-04,22.547640023601524,435.86849315068474,248.58386682571373,707.0
1973-12-05,11.79159242400477,435.95342465753424,264.254982918461,712.0
1973-12-06,17.89268768155084,436.06301369863,171.04429861981913,625.0
1973-12-07,29.041336755143885,436.1616438356165,76.79701940923964,542.0
1973-12-08,24.594747733498842,436.2383561643835,61.166896102117654,522.0
1973-12-09,24.505301568996664,436.2986301369864,84.19606829401695,545.0
1973-12-10,26.129293108343152,436.3479452054794,120.52276168617746,583.0
1973-12-11,35.467505130403254,436.3890410958904,155.14345377370637,627.0
1973-12-12,44.71087044665775,436.41917808219176,201.8699514711505,683.0
1973-12-13,54.383198580916165,436.43835616438355,228.17844525470028,719.0
1973-12-14,67.60340668908196,436.45205479452045,175.94453851639759,680.0
1973-12-15,75.49008576919816,436.4630136986301,71.04690053217173,583.0
1973-12-16,76.80579289889036,436.4739726027396,-25.279765501629953,488.0
1973-12-17,73.26422670829557,436.4876712328768,-73.75189794117234,436.0
1973-12-18,73.81776814979469,436.49863013698615,-94.31639828678084,416.0
1973-12-19,76.82356008053061,436.5095890410958,-113.33314912162642,400.0
1973-12-20,80.80567295060114,436.476712328767,-132.28238527936816,385.0
1973-12-21,100.9782620111479,436.4438356164385,-186.4220976275864,351.0
1973-12-22,102.53180345264698,436.41095890410946,-191.94276235675645,347.0
1973-12-23,108.08534489414612,436.3780821917808,-202.4634270859269,342.0
1973-12-24,116.3062705496048,436.34520547945203,-216.65147602905682,336.0
1973-12-25,119.86072523311303,436.3123287671233,-224.17305400023633,332.0
1973-12-26,112.58230320429254,436.2767123287671,-216.85901553305962,332.0
1973-12-27,112.2327135303318,436.2383561643836,-213.47106969471542,335.0
1973-12-28,110.81241283223531,436.1972602739726,-197.00967310620788,350.0
1973-12-29,108.03496927699604,436.1506849315069,-183.1856542085029,361.0
1973-12-30,104.97102865717747,436.09863013698623,-177.0696587941637,364.0
