0,2127.1205489114486
1,2175.42759519249
2,2196.651360363796
3,2197.6314648717316
4,2178.8951651971306
5,2194.94524302674
6,2272.457411200916
7,2128.012973987899
8,2163.431775433796
9,2207.7008923446497
10,2195.2035270133956
11,2215.0872566052244
12,2216.11635072932
13,2241.9639835224098
14,2113.7164828788373
15,2191.248318034711
16,2180.6177228763513
17,2193.2447084155197
18,2153.2136313234055
19,2158.548881655845
20,2212.3997956444227
21,2061.1632005989413
22,2158.0520152620397
23,2172.613844364209
24,2144.5367271557425
25,2152.231129194895
26,2158.3662419595003
27,2256.5285318109254
28,2107.4092602036444
29,2177.3252045496965
30,2165.987123538194
31,2159.157656376409
32,2187.5891993121754
33,2184.265668125302
34,2243.25329618978
35,2093.9443186755657
36,2176.6410872768547
37,2190.7765641174997
38,2201.5079132229903
39,2215.6164622016286
40,2177.148789095861
41,2273.7681859973586
42,2121.4745155827873
43,2208.787401574967
44,2218.7227941447177
45,2206.9093870599154
46,2177.9602744498525
47,2207.3940692262127
48,2268.7280855748586
49,2132.718038446564
50,2138.86332508488
51,2093.1001585608424
52,2226.167504537043
53,2223.200027479432
54,2187.324845476307
55,2278.55354682741
56,2152.6339668616383
57,2214.839243045277
58,2197.161965593512
59,2228.149245416793
60,2223.945391957299
61,2228.381333687613
62,2316.980730588491
63,2160.1021652111135
64,2204.5755528100676
65,2195.847251524678
66,2217.6881060874757
67,2237.939199805281
68,2212.6439620276724
69,2312.4294480341473
70,2154.286412307499
71,2249.9543492261496
72,2275.3311915096288
73,2290.2272641413997
74,2298.4481242461534
75,2296.5301087288235
76,2348.581217526392
77,2130.083165633856
78,2275.9951554781337
79,2282.9681177300345
80,2303.0518788211884
81,2303.851569776376
82,2325.4089138246786
83,2398.6668986508516
84,2214.1557098486655
85,2227.2676521381527
86,2203.9402034080604
87,2306.0799300263297
88,2299.7885910572295
89,2267.5954275872286
90,2357.8362079934486
91,2208.586132558314
92,2303.8612508950837
93,2352.6912408192406
